,Country,ratio,total,year,month
3027,VA,0.5,2.0,2020,5
3028,VC,-0.375,8.0,2020,5
3029,VE,-0.3061224489795918,98.0,2020,5
3030,VG,-0.4285714285714285,7.0,2020,5
3031,VI,-0.4642857142857143,28.0,2020,5
3032,VN,-0.2909090909090909,165.0,2020,5
3033,VU,-0.4285714285714285,7.0,2020,5
3034,WS,0.0,3.0,2020,5
3035,XK,0.1621621621621621,37.0,2020,5
3036,YE,-0.1724137931034483,29.0,2020,5
3037,ZA,-0.3132319960129578,12039.0,2020,5
3038,ZM,-0.3190184049079754,326.0,2020,5
3039,ZW,-0.1590361445783132,415.0,2020,5
3040,AD,0.0,5.0,2020,12
3041,AE,-0.1051637279596977,1588.0,2020,12
3042,AF,0.0416666666666666,24.0,2020,12
3043,AG,-0.1016949152542373,118.0,2020,12
3044,AI,0.125,8.0,2020,12
3045,AL,-0.0461538461538461,65.0,2020,12
3046,AM,-0.1428571428571428,14.0,2020,12
3047,AO,-0.2,15.0,2020,12
3048,AQ,0.0,4.0,2020,12
3049,AR,-0.0855745721271393,409.0,2020,12
3050,AS,0.5,2.0,2020,12
3051,AT,0.0265060240963855,415.0,2020,12
3052,AU,-0.2948942476087835,14846.0,2020,12
3053,AW,-0.3953488372093023,43.0,2020,12
3054,AZ,0.0192307692307692,52.0,2020,12
3055,BA,-0.0666666666666666,30.0,2020,12
3056,BB,-0.2598425196850393,254.0,2020,12
3057,BD,0.2202898550724637,345.0,2020,12
3058,BE,-0.1532004197271773,953.0,2020,12
3059,BF,-0.125,8.0,2020,12
3060,BG,0.0259740259740259,77.0,2020,12
3061,BH,-0.0222222222222222,135.0,2020,12
3062,BI,0.1428571428571428,7.0,2020,12
3063,BJ,-0.2222222222222222,9.0,2020,12
3064,BL,-0.25,4.0,2020,12
3065,BM,-0.2,210.0,2020,12
3066,BN,0.0303030303030303,33.0,2020,12
3067,BO,-0.3333333333333333,15.0,2020,12
3068,BQ,-0.1111111111111111,9.0,2020,12
3069,BR,-0.1234772978959025,1806.0,2020,12
3070,BS,-0.1832298136645962,322.0,2020,12
3071,BT,-0.0869565217391304,69.0,2020,12
3072,BW,-0.1924360400444938,899.0,2020,12
3073,BY,-0.5,4.0,2020,12
3074,BZ,-0.1948051948051948,77.0,2020,12
3075,CA,-0.2074245939675174,38790.0,2020,12
3076,CD,-0.1666666666666666,30.0,2020,12
3077,CG,1.0,1.0,2020,12
3078,CH,-0.0785536159600997,802.0,2020,12
3079,CI,0.2222222222222222,27.0,2020,12
3080,CL,0.0480349344978165,229.0,2020,12
3081,CM,0.1351351351351351,37.0,2020,12
3082,CN,-0.1126279863481228,586.0,2020,12
3083,CO,-0.299806576402321,517.0,2020,12
3084,CR,-0.2083333333333333,144.0,2020,12
3085,CU,-0.2857142857142857,14.0,2020,12
3086,CV,0.5,4.0,2020,12
3087,CW,0.0,4.0,2020,12
3088,CX,0.3333333333333333,3.0,2020,12
3089,CY,-0.1259842519685039,254.0,2020,12
3090,CZ,-0.2272727272727272,220.0,2020,12
3091,DE,-0.1128883420486004,3251.0,2020,12
3092,DJ,-1.0,14.0,2020,12
3093,DK,-0.1640449438202247,445.0,2020,12
3094,DM,0.1153846153846153,26.0,2020,12
3095,DO,-0.1342281879194631,149.0,2020,12
3096,DZ,-0.0256410256410256,39.0,2020,12
3097,EC,-0.1323529411764706,136.0,2020,12
3098,EE,-0.1132075471698113,53.0,2020,12
3099,EG,0.0371428571428571,350.0,2020,12
3100,EH,-1.0,1.0,2020,12
3101,ES,-0.1940149625935162,2005.0,2020,12
3102,ET,0.2181818181818181,110.0,2020,12
3103,FI,-0.0294117647058823,306.0,2020,12
3104,FJ,0.037593984962406,133.0,2020,12
3105,FO,0.5,2.0,2020,12
3106,FR,-0.0975757575757575,1650.0,2020,12
3107,GA,0.3333333333333333,6.0,2020,12
3108,GB,-0.2482822135743501,110753.0,2020,12
3109,GD,-0.2933333333333333,75.0,2020,12
3110,GE,-0.05,40.0,2020,12
3111,GF,0.0,4.0,2020,12
3112,GG,0.2,10.0,2020,12
3113,GH,-0.1410173857050869,1553.0,2020,12
3114,GI,-0.2473118279569892,93.0,2020,12
3115,GL,0.0,2.0,2020,12
3116,GM,-0.2549019607843137,51.0,2020,12
3117,GN,0.0,2.0,2020,12
3118,GP,0.1818181818181818,11.0,2020,12
3119,GQ,-1.0,2.0,2020,12
3120,GR,-0.1628498727735369,393.0,2020,12
3121,GT,-0.2027027027027027,74.0,2020,12
3122,GU,-0.4814814814814814,54.0,2020,12
3123,GY,-0.3157894736842105,19.0,2020,12
3124,HK,-0.2383177570093458,428.0,2020,12
3125,HN,-0.1839080459770115,87.0,2020,12
3126,HR,-0.360759493670886,316.0,2020,12
3127,HT,0.2352941176470588,17.0,2020,12
3128,HU,-0.018018018018018,111.0,2020,12
3129,ID,0.0065593321407274,1677.0,2020,12
3130,IE,-0.1676273379602399,8501.0,2020,12
3131,IL,-0.2780847145488029,543.0,2020,12
3132,IM,-0.4466666666666666,150.0,2020,12
3133,IN,-0.2325409350956796,20276.0,2020,12
3134,IQ,-0.0149253731343283,67.0,2020,12
3135,IR,-0.0813953488372093,86.0,2020,12
3136,IS,-0.078125,64.0,2020,12
3137,IT,-0.0240320427236315,1498.0,2020,12
3138,JE,0.4285714285714285,14.0,2020,12
3139,JM,-0.1736178467507274,1031.0,2020,12
3140,JO,-0.1444444444444444,90.0,2020,12
3141,JP,-0.1632653061224489,980.0,2020,12
3142,KE,-0.1878347360367253,2614.0,2020,12
3143,KG,0.2,5.0,2020,12
3144,KH,-0.0784313725490196,102.0,2020,12
3145,KI,1.0,1.0,2020,12
3146,KM,0.0,1.0,2020,12
3147,KN,-0.15,20.0,2020,12
3148,KP,-0.1428571428571428,7.0,2020,12
3149,KR,-0.1666666666666666,534.0,2020,12
3150,KW,-0.0247524752475247,202.0,2020,12
3151,KY,-0.3333333333333333,84.0,2020,12
3152,KZ,0.0,24.0,2020,12
3153,LA,-0.3333333333333333,6.0,2020,12
3154,LB,-0.1593830334190231,389.0,2020,12
3155,LC,-0.2209302325581395,86.0,2020,12
3156,LI,-1.0,3.0,2020,12
3157,LK,-0.306525037936267,659.0,2020,12
3158,LR,-0.2,40.0,2020,12
3159,LS,-0.1637426900584795,171.0,2020,12
3160,LT,0.1904761904761904,42.0,2020,12
3161,LU,0.0833333333333333,48.0,2020,12
3162,LV,-0.2407407407407407,54.0,2020,12
3163,LY,-0.1333333333333333,30.0,2020,12
3164,MA,-0.2075471698113207,53.0,2020,12
3165,MC,-0.2727272727272727,11.0,2020,12
3166,MD,-0.1851851851851851,27.0,2020,12
3167,ME,0.3333333333333333,21.0,2020,12
3168,MG,0.0,7.0,2020,12
3169,MK,-0.1818181818181818,55.0,2020,12
3170,ML,0.4,5.0,2020,12
3171,MM,0.025,120.0,2020,12
3172,MN,-0.2153846153846154,65.0,2020,12
3173,MO,-0.25,8.0,2020,12
3174,MP,-0.375,16.0,2020,12
3175,MQ,-0.25,4.0,2020,12
3176,MR,0.0,3.0,2020,12
3177,MT,0.0821917808219178,73.0,2020,12
3178,MU,-0.3129770992366412,131.0,2020,12
3179,MV,0.0411764705882352,170.0,2020,12
3180,MW,-0.1675675675675675,185.0,2020,12
3181,MX,-0.1431334622823984,1551.0,2020,12
3182,MY,-0.0501851090086384,2431.0,2020,12
3183,MZ,-0.2580645161290322,31.0,2020,12
3184,NE,0.3333333333333333,6.0,2020,12
3185,NG,-0.1989212790548349,7787.0,2020,12
3186,NI,-0.3043478260869565,23.0,2020,12
3187,NL,-0.1368378812199037,2492.0,2020,12
3188,NO,-0.1265822784810126,395.0,2020,12
3189,NP,-0.1259259259259259,270.0,2020,12
3190,NR,1.0,1.0,2020,12
3191,NZ,-0.2805071315372425,1893.0,2020,12
3192,OM,-0.0429447852760736,163.0,2020,12
3193,PA,-0.1739130434782608,207.0,2020,12
3194,PE,-0.0392156862745098,102.0,2020,12
3195,PF,0.5,6.0,2020,12
3196,PG,0.074074074074074,27.0,2020,12
3197,PH,0.0016732901066722,4781.0,2020,12
3198,PK,-0.1430740037950664,2635.0,2020,12
3199,PL,-0.1092715231788079,302.0,2020,12
3200,PR,-0.25,12.0,2020,12
3201,PT,-0.2793522267206478,494.0,2020,12
3202,PW,1.0,2.0,2020,12
3203,PY,-0.1428571428571428,42.0,2020,12
3204,QA,-0.1396648044692737,179.0,2020,12
3205,RE,0.0,2.0,2020,12
3206,RO,-0.1851851851851851,108.0,2020,12
3207,RS,-0.3089430894308943,123.0,2020,12
3208,RU,-0.240566037735849,212.0,2020,12
3209,RW,-0.1807692307692307,260.0,2020,12
3210,SA,-0.0402010050251256,597.0,2020,12
3211,SB,1.0,2.0,2020,12
3212,SC,-0.1818181818181818,11.0,2020,12
3213,SD,0.0,2.0,2020,12
3214,SE,-0.2761506276150627,956.0,2020,12
3215,SG,-0.0788113695090439,774.0,2020,12
3216,SH,1.0,1.0,2020,12
3217,SI,-0.1914893617021276,47.0,2020,12
3218,SK,0.1162790697674418,43.0,2020,12
3219,SL,0.0869565217391304,46.0,2020,12
3220,SM,0.0,3.0,2020,12
3221,SN,-0.1506849315068493,73.0,2020,12
3222,SO,-0.1463414634146341,41.0,2020,12
3223,SR,-0.1818181818181818,11.0,2020,12
3224,SV,0.1379310344827586,29.0,2020,12
3225,SX,0.4,5.0,2020,12
3226,SY,-0.2,15.0,2020,12
3227,SZ,-0.175438596491228,114.0,2020,12
3228,TC,-0.4615384615384615,26.0,2020,12
3229,TD,-0.4285714285714285,7.0,2020,12
3230,TF,-1.0,1.0,2020,12
3231,TG,-1.0,3.0,2020,12
3232,TH,-0.1376380628717077,1177.0,2020,12
3233,TJ,0.0,2.0,2020,12
3234,TK,1.0,1.0,2020,12
3235,TL,0.3333333333333333,12.0,2020,12
3236,TN,-0.0833333333333333,48.0,2020,12
3237,TO,-0.5,6.0,2020,12
3238,TR,-0.1524777636594663,787.0,2020,12
3239,TT,-0.1643835616438356,365.0,2020,12
3240,TW,-0.1676829268292683,328.0,2020,12
3241,TZ,-0.1525423728813559,118.0,2020,12
3242,UA,-0.1025641025641025,78.0,2020,12
3243,UG,-0.2299084435401831,1966.0,2020,12
3244,US,-0.2929160308369171,403672.0,2020,12
3245,UY,-0.2611940298507462,134.0,2020,12
3246,UZ,0.3333333333333333,21.0,2020,12
3247,VA,0.2857142857142857,7.0,2020,12
3248,VC,-0.4090909090909091,22.0,2020,12
3249,VE,0.1379310344827586,87.0,2020,12
3250,VG,-0.0909090909090909,11.0,2020,12
3251,VI,-0.45,20.0,2020,12
3252,VN,-0.1468926553672316,177.0,2020,12
3253,WS,-0.5,10.0,2020,12
3254,XK,0.0,79.0,2020,12
3255,YE,-0.2619047619047619,84.0,2020,12
3256,YT,1.0,1.0,2020,12
3257,ZA,-0.2827341322680869,18024.0,2020,12
3258,ZM,-0.2363112391930835,347.0,2020,12
3259,ZW,-0.2504708097928437,531.0,2020,12
3260,AD,1.0,1.0,2020,2
3261,AE,-0.2424242424242424,429.0,2020,2
3262,AF,-0.7837837837837838,37.0,2020,2
3263,AG,-0.217391304347826,23.0,2020,2
3264,AI,-1.0,1.0,2020,2
3265,AL,0.0769230769230769,13.0,2020,2
3266,AM,-0.5,6.0,2020,2
3267,AO,-0.1,10.0,2020,2
3268,AR,-0.2181818181818181,110.0,2020,2
3269,AS,-0.5,2.0,2020,2
3270,AT,-0.3150684931506849,73.0,2020,2
3271,AU,-0.37109375,3072.0,2020,2
3272,AW,0.3333333333333333,3.0,2020,2
3273,AZ,-0.1666666666666666,12.0,2020,2
3274,BA,-0.5,4.0,2020,2
3275,BB,-0.28125,32.0,2020,2
3276,BD,-0.3773584905660377,106.0,2020,2
3277,BE,-0.2990654205607476,321.0,2020,2
3278,BF,-1.0,1.0,2020,2
3279,BG,0.1428571428571428,7.0,2020,2
3280,BH,-0.2295081967213114,61.0,2020,2
3281,BI,0.0,2.0,2020,2
3282,BJ,-0.2857142857142857,7.0,2020,2
3283,BM,-0.3333333333333333,12.0,2020,2
3284,BN,-0.3333333333333333,18.0,2020,2
3285,BO,-0.2857142857142857,7.0,2020,2
3286,BR,-0.3032069970845481,343.0,2020,2
3287,BS,-0.16,25.0,2020,2
3288,BT,-0.3,20.0,2020,2
3289,BW,-0.4074074074074074,108.0,2020,2
3290,BY,-0.3333333333333333,6.0,2020,2
3291,BZ,-0.75,4.0,2020,2
3292,CA,-0.3861607142857143,4032.0,2020,2
3293,CD,-0.282051282051282,39.0,2020,2
3294,CG,-0.1428571428571428,7.0,2020,2
3295,CH,-0.2230215827338129,278.0,2020,2
3296,CI,-0.1428571428571428,7.0,2020,2
3297,CL,-0.2878787878787879,66.0,2020,2
3298,CM,-0.0857142857142857,35.0,2020,2
3299,CN,-0.1014890282131661,2552.0,2020,2
3300,CO,-0.2962962962962963,81.0,2020,2
3301,CR,-0.4444444444444444,18.0,2020,2
3302,CU,-0.2727272727272727,11.0,2020,2
3303,CV,-1.0,1.0,2020,2
3304,CX,-0.1666666666666666,6.0,2020,2
3305,CY,-0.3513513513513513,37.0,2020,2
3306,CZ,-0.4,35.0,2020,2
3307,DE,-0.2891566265060241,498.0,2020,2
3308,DJ,-0.7142857142857143,7.0,2020,2
3309,DK,-0.2769230769230769,130.0,2020,2
3310,DM,1.0,1.0,2020,2
3311,DO,0.0,42.0,2020,2
3312,DZ,-0.25,4.0,2020,2
3313,EC,-0.2790697674418604,43.0,2020,2
3314,EE,-0.3571428571428571,28.0,2020,2
3315,EG,-0.0769230769230769,65.0,2020,2
3316,ES,-0.2639821029082774,447.0,2020,2
3317,ET,-0.325,80.0,2020,2
3318,FI,-0.396551724137931,116.0,2020,2
3319,FJ,-0.2717391304347826,92.0,2020,2
3320,FR,-0.2563510392609699,433.0,2020,2
3321,GB,-0.3570773113099335,8718.0,2020,2
3322,GD,0.0,1.0,2020,2
3323,GE,-0.1333333333333333,15.0,2020,2
3324,GF,0.0,1.0,2020,2
3325,GH,-0.2582644628099173,484.0,2020,2
3326,GI,-0.6,10.0,2020,2
3327,GL,-1.0,1.0,2020,2
3328,GM,-0.032258064516129,31.0,2020,2
3329,GN,-0.25,4.0,2020,2
3330,GP,-0.5,2.0,2020,2
3331,GQ,0.0,2.0,2020,2
3332,GR,-0.4210526315789473,38.0,2020,2
3333,GT,-0.4,10.0,2020,2
3334,GU,-0.8,10.0,2020,2
3335,GY,-1.0,1.0,2020,2
3336,HK,-0.3110624315443592,913.0,2020,2
3337,HN,-0.1666666666666666,6.0,2020,2
3338,HR,0.0,10.0,2020,2
3339,HT,-0.25,4.0,2020,2
3340,HU,-0.3,30.0,2020,2
3341,ID,-0.1040609137055837,788.0,2020,2
3342,IE,-0.3441926345609065,706.0,2020,2
3343,IL,-0.404040404040404,198.0,2020,2
3344,IM,-0.3529411764705882,17.0,2020,2
3345,IN,-0.4241926655719759,5481.0,2020,2
3346,IQ,-0.2142857142857142,56.0,2020,2
3347,IR,-0.7771428571428571,175.0,2020,2
3348,IS,-0.4,10.0,2020,2
3349,IT,-0.209009009009009,555.0,2020,2
3350,JM,-0.3118811881188119,202.0,2020,2
3351,JO,-0.6666666666666666,12.0,2020,2
3352,JP,-0.3482056256062075,1031.0,2020,2
3353,KE,-0.5305280528052805,1212.0,2020,2
3354,KG,-0.5,4.0,2020,2
3355,KH,-0.2028985507246377,69.0,2020,2
3356,KN,0.6666666666666666,6.0,2020,2
3357,KR,-0.3431952662721893,507.0,2020,2
3358,KW,-0.4444444444444444,54.0,2020,2
3359,KY,-0.2307692307692307,13.0,2020,2
3360,KZ,-0.5,4.0,2020,2
3361,LA,-0.3333333333333333,3.0,2020,2
3362,LB,-0.3116883116883117,154.0,2020,2
3363,LC,-0.8,15.0,2020,2
3364,LI,-0.5,2.0,2020,2
3365,LK,-0.2968036529680365,219.0,2020,2
3366,LR,-0.3333333333333333,3.0,2020,2
3367,LS,-0.5714285714285714,14.0,2020,2
3368,LT,0.1111111111111111,9.0,2020,2
3369,LU,-0.3,10.0,2020,2
3370,LV,-0.6111111111111112,18.0,2020,2
3371,LY,-0.5,8.0,2020,2
3372,MA,-0.3043478260869565,23.0,2020,2
3373,MC,-0.8,5.0,2020,2
3374,MD,-1.0,3.0,2020,2
3375,ME,-0.25,4.0,2020,2
3376,MG,0.0,8.0,2020,2
3377,MH,-1.0,1.0,2020,2
3378,MK,-0.6,5.0,2020,2
3379,ML,-1.0,1.0,2020,2
3380,MM,-0.3673469387755102,49.0,2020,2
3381,MN,0.1052631578947368,19.0,2020,2
3382,MO,-0.0169491525423728,59.0,2020,2
3383,MP,0.0,1.0,2020,2
3384,MT,-0.4583333333333333,24.0,2020,2
3385,MU,-0.3181818181818182,22.0,2020,2
3386,MV,-0.3260869565217391,92.0,2020,2
3387,MW,-0.54,50.0,2020,2
3388,MX,-0.2342007434944238,269.0,2020,2
3389,MY,-0.1804407713498622,1452.0,2020,2
3390,MZ,-0.75,4.0,2020,2
3391,NE,-0.6666666666666666,3.0,2020,2
3392,NG,-0.3594361785434612,3831.0,2020,2
3393,NI,-0.625,8.0,2020,2
3394,NL,-0.3017241379310345,348.0,2020,2
3395,NO,-0.3294117647058823,85.0,2020,2
3396,NP,-0.2222222222222222,126.0,2020,2
3397,NZ,-0.3726708074534161,483.0,2020,2
3398,OM,-0.1630434782608695,92.0,2020,2
3399,PA,-0.1578947368421052,57.0,2020,2
3400,PE,-0.3703703703703703,27.0,2020,2
3401,PF,1.0,1.0,2020,2
3402,PG,0.0869565217391304,23.0,2020,2
3403,PH,-0.2612370341913177,2603.0,2020,2
3404,PK,-0.3367117117117117,888.0,2020,2
3405,PL,-0.3809523809523809,273.0,2020,2
3406,PR,-1.0,1.0,2020,2
3407,PT,-0.41,100.0,2020,2
3408,PW,-0.75,4.0,2020,2
3409,PY,0.0,1.0,2020,2
3410,QA,-0.3493975903614458,83.0,2020,2
3411,RO,-0.3,20.0,2020,2
3412,RS,-0.1071428571428571,28.0,2020,2
3413,RU,-0.108433734939759,83.0,2020,2
3414,RW,-0.3529411764705882,34.0,2020,2
3415,SA,-0.3823529411764705,170.0,2020,2
3416,SB,-1.0,1.0,2020,2
3417,SC,-1.0,2.0,2020,2
3418,SE,-0.3374233128834356,163.0,2020,2
3419,SG,-0.2848232848232848,962.0,2020,2
3420,SI,-0.8,10.0,2020,2
3421,SK,0.2,10.0,2020,2
3422,SL,-0.0625,16.0,2020,2
3423,SN,-0.2,15.0,2020,2
3424,SO,-0.4339622641509434,53.0,2020,2
3425,SR,-0.7777777777777778,9.0,2020,2
3426,SV,-0.4,15.0,2020,2
3427,SX,-0.75,4.0,2020,2
3428,SY,0.0,3.0,2020,2
3429,SZ,-0.3333333333333333,6.0,2020,2
3430,TC,-0.6,5.0,2020,2
3431,TD,0.0,1.0,2020,2
3432,TG,-0.5,4.0,2020,2
3433,TH,-0.2601351351351351,592.0,2020,2
3434,TJ,-1.0,2.0,2020,2
3435,TL,0.0,4.0,2020,2
3436,TM,-1.0,1.0,2020,2
3437,TN,0.1538461538461538,13.0,2020,2
3438,TO,-1.0,2.0,2020,2
3439,TR,-0.4013157894736842,152.0,2020,2
3440,TT,-0.48,50.0,2020,2
3441,TW,-0.3429844097995546,449.0,2020,2
3442,TZ,-0.275,120.0,2020,2
3443,UA,-0.425531914893617,47.0,2020,2
3444,UG,-0.4372623574144487,526.0,2020,2
3445,US,-0.3951819461430186,43337.0,2020,2
3446,UY,-0.5384615384615384,13.0,2020,2
3447,UZ,0.5,2.0,2020,2
3448,VC,-0.1,10.0,2020,2
3449,VE,-0.4545454545454545,22.0,2020,2
3450,VG,1.0,3.0,2020,2
3451,VI,-0.4,5.0,2020,2
3452,VN,-0.2626728110599078,217.0,2020,2
3453,VU,-0.1666666666666666,24.0,2020,2
3454,WS,0.5,2.0,2020,2
3455,XK,-0.5384615384615384,13.0,2020,2
3456,YE,0.0,1.0,2020,2
3457,ZA,-0.3457142857142857,1750.0,2020,2
3458,ZM,-0.4285714285714285,105.0,2020,2
3459,ZW,-0.3893805309734513,113.0,2020,2
