,Country,ratio,total,year,month
1237,MW,-0.3539823008849557,113.0,2020,3
1238,MX,-0.2142857142857142,546.0,2020,3
1239,MY,-0.2185706833594157,1917.0,2020,3
1240,MZ,-0.1071428571428571,28.0,2020,3
1241,NC,0.0,1.0,2020,3
1242,NE,-0.1,10.0,2020,3
1243,NG,-0.3582072443833104,8724.0,2020,3
1244,NI,-0.5454545454545454,22.0,2020,3
1245,NL,-0.1747343565525383,847.0,2020,3
1246,NO,-0.4533333333333333,225.0,2020,3
1247,NP,-0.15234375,256.0,2020,3
1248,NZ,-0.2325123152709359,1015.0,2020,3
1249,OM,-0.2049180327868852,122.0,2020,3
1250,PA,-0.4166666666666667,84.0,2020,3
1251,PE,-0.3670886075949367,79.0,2020,3
1252,PF,-0.4,5.0,2020,3
1253,PG,-0.2307692307692307,26.0,2020,3
1254,PH,-0.1278057718735684,4366.0,2020,3
1255,PK,-0.3082342580361074,2271.0,2020,3
1256,PL,-0.2311320754716981,212.0,2020,3
1257,PR,-0.75,4.0,2020,3
1258,PT,-0.3203125,256.0,2020,3
1259,PW,0.0,3.0,2020,3
1260,PY,0.074074074074074,27.0,2020,3
1261,QA,-0.2629107981220657,213.0,2020,3
1262,RO,-0.0634920634920634,63.0,2020,3
1263,RS,-0.0555555555555555,36.0,2020,3
1264,RU,-0.3448275862068966,116.0,2020,3
1265,RW,-0.1421052631578947,190.0,2020,3
1266,SA,-0.267515923566879,471.0,2020,3
1267,SB,0.0,1.0,2020,3
1268,SC,-0.5555555555555556,9.0,2020,3
1269,SD,0.0,1.0,2020,3
1270,SE,-0.33003300330033,303.0,2020,3
1271,SG,-0.2264492753623188,552.0,2020,3
1272,SI,-0.1621621621621621,37.0,2020,3
1273,SK,-0.08,25.0,2020,3
1274,SL,-0.18,50.0,2020,3
1275,SM,0.0,2.0,2020,3
1276,SN,-0.3076923076923077,52.0,2020,3
1277,SO,-0.2962962962962963,54.0,2020,3
1278,SR,-0.25,8.0,2020,3
1279,SV,-0.3684210526315789,19.0,2020,3
1280,SX,-0.1428571428571428,7.0,2020,3
1281,SY,0.0,4.0,2020,3
1282,SZ,-0.3414634146341463,41.0,2020,3
1283,TC,-0.3684210526315789,19.0,2020,3
1284,TD,0.0,1.0,2020,3
1285,TG,0.0,6.0,2020,3
1286,TH,-0.2536496350364963,548.0,2020,3
1287,TL,0.0,3.0,2020,3
1288,TM,-0.5,6.0,2020,3
1289,TN,0.0,19.0,2020,3
1290,TO,-0.5,6.0,2020,3
1291,TR,-0.1963350785340314,382.0,2020,3
1292,TT,-0.235042735042735,234.0,2020,3
1293,TW,-0.4595959595959596,198.0,2020,3
1294,TZ,-0.2972972972972973,185.0,2020,3
1295,UA,-0.2622950819672131,61.0,2020,3
1296,UG,-0.3141210374639769,1041.0,2020,3
1297,US,-0.3355226985660153,134590.0,2020,3
1298,UY,-0.4,30.0,2020,3
1299,UZ,0.5,6.0,2020,3
1300,VA,0.3333333333333333,6.0,2020,3
1301,VC,-0.2142857142857142,14.0,2020,3
1302,VE,-0.217391304347826,46.0,2020,3
1303,VG,-0.1818181818181818,11.0,2020,3
1304,VI,-0.6129032258064516,31.0,2020,3
1305,VN,-0.3840579710144927,138.0,2020,3
1306,VU,-1.0,4.0,2020,3
1307,WS,-0.5,4.0,2020,3
1308,XK,-0.2564102564102564,39.0,2020,3
1309,YE,0.0,22.0,2020,3
1310,ZA,-0.3551500527823857,6631.0,2020,3
1311,ZM,-0.3157894736842105,285.0,2020,3
1312,ZW,-0.3814102564102564,312.0,2020,3
1313,AE,-0.3272727272727272,220.0,2020,1
1314,AF,-0.5,4.0,2020,1
1315,AG,-0.6,5.0,2020,1
1316,AI,0.0,3.0,2020,1
1317,AL,-0.5,4.0,2020,1
1318,AM,-0.3333333333333333,6.0,2020,1
1319,AO,-0.5,2.0,2020,1
1320,AR,-0.1794871794871795,39.0,2020,1
1321,AS,-0.5,2.0,2020,1
1322,AT,-0.3225806451612903,31.0,2020,1
1323,AU,-0.4056463595839524,1346.0,2020,1
1324,AW,0.0,1.0,2020,1
1325,AZ,-0.6666666666666666,3.0,2020,1
1326,BA,-0.6666666666666666,3.0,2020,1
1327,BB,0.0,14.0,2020,1
1328,BD,-0.4,40.0,2020,1
1329,BE,-0.4065934065934066,91.0,2020,1
1330,BF,0.3333333333333333,3.0,2020,1
1331,BG,0.0,2.0,2020,1
1332,BH,-0.1818181818181818,22.0,2020,1
1333,BM,-0.4285714285714285,7.0,2020,1
1334,BN,-0.3333333333333333,12.0,2020,1
1335,BO,-1.0,1.0,2020,1
1336,BR,-0.3409090909090909,132.0,2020,1
1337,BS,-0.32,25.0,2020,1
1338,BT,-0.5,10.0,2020,1
1339,BW,-0.4666666666666667,60.0,2020,1
1340,BY,-0.5,10.0,2020,1
1341,BZ,-0.4166666666666667,12.0,2020,1
1342,CA,-0.4231943031536114,1966.0,2020,1
1343,CD,-0.3333333333333333,21.0,2020,1
1344,CH,-0.3259259259259259,135.0,2020,1
1345,CI,0.0,4.0,2020,1
1346,CL,-0.45,20.0,2020,1
1347,CM,-0.4285714285714285,14.0,2020,1
1348,CN,-0.2725880551301684,1306.0,2020,1
1349,CO,-0.5,34.0,2020,1
1350,CR,-0.0833333333333333,12.0,2020,1
1351,CU,-1.0,1.0,2020,1
1352,CV,-1.0,1.0,2020,1
1353,CX,1.0,1.0,2020,1
1354,CY,-0.5384615384615384,13.0,2020,1
1355,CZ,-0.217391304347826,23.0,2020,1
1356,DE,-0.3910614525139664,179.0,2020,1
1357,DJ,-0.6666666666666666,3.0,2020,1
1358,DK,-0.4262295081967213,61.0,2020,1
1359,DM,-1.0,2.0,2020,1
1360,DO,0.0,15.0,2020,1
1361,EC,-0.3478260869565217,23.0,2020,1
1362,EE,0.25,4.0,2020,1
1363,EG,0.0,12.0,2020,1
1364,EH,-1.0,1.0,2020,1
1365,ES,-0.3138686131386861,137.0,2020,1
1366,ET,-0.1666666666666666,18.0,2020,1
1367,FI,-0.4651162790697674,43.0,2020,1
1368,FJ,-0.4523809523809524,42.0,2020,1
1369,FR,-0.1907894736842105,152.0,2020,1
1370,GB,-0.4347988077496274,2684.0,2020,1
1371,GD,-1.0,2.0,2020,1
1372,GE,-1.0,1.0,2020,1
1373,GH,-0.3398058252427184,103.0,2020,1
1374,GI,-1.0,2.0,2020,1
1375,GM,-0.5,4.0,2020,1
1376,GP,-1.0,1.0,2020,1
1377,GQ,-1.0,2.0,2020,1
1378,GR,-0.4444444444444444,9.0,2020,1
1379,GT,-0.75,4.0,2020,1
1380,GU,0.0,2.0,2020,1
1381,HK,-0.4376657824933687,377.0,2020,1
1382,HR,-0.1666666666666666,6.0,2020,1
1383,HT,-0.2,5.0,2020,1
1384,HU,-0.4444444444444444,9.0,2020,1
1385,ID,-0.2653631284916201,358.0,2020,1
1386,IE,-0.3657407407407407,216.0,2020,1
1387,IL,-0.6363636363636364,22.0,2020,1
1388,IM,-1.0,1.0,2020,1
1389,IN,-0.4276729559748428,1431.0,2020,1
1390,IQ,-0.5,22.0,2020,1
1391,IR,0.0,5.0,2020,1
1392,IS,0.0,5.0,2020,1
1393,IT,-0.277027027027027,148.0,2020,1
1394,JE,0.0,1.0,2020,1
1395,JM,-0.4786324786324786,117.0,2020,1
1396,JO,-0.4,5.0,2020,1
1397,JP,-0.3744493392070485,227.0,2020,1
1398,KE,-0.4892966360856269,327.0,2020,1
1399,KG,0.0,1.0,2020,1
1400,KH,-0.45,40.0,2020,1
1401,KN,-1.0,2.0,2020,1
1402,KR,-0.2900763358778626,131.0,2020,1
1403,KW,-0.5333333333333333,15.0,2020,1
1404,KY,-0.6666666666666666,3.0,2020,1
1405,KZ,-0.6666666666666666,3.0,2020,1
1406,LA,-1.0,4.0,2020,1
1407,LB,-0.53125,32.0,2020,1
1408,LC,-0.2857142857142857,7.0,2020,1
1409,LI,-1.0,1.0,2020,1
1410,LK,-0.407624633431085,341.0,2020,1
1411,LR,-0.4,5.0,2020,1
1412,LS,-0.2,5.0,2020,1
1413,LT,1.0,1.0,2020,1
1414,LU,-0.25,4.0,2020,1
1415,LV,-0.5555555555555556,9.0,2020,1
1416,LY,-1.0,2.0,2020,1
1417,MA,-0.2727272727272727,11.0,2020,1
1418,MC,-1.0,1.0,2020,1
1419,MD,-1.0,1.0,2020,1
1420,MG,-1.0,1.0,2020,1
1421,MK,0.0,2.0,2020,1
1422,ML,0.0,1.0,2020,1
1423,MM,-0.2307692307692307,13.0,2020,1
1424,MN,-0.25,8.0,2020,1
1425,MO,-0.2105263157894736,19.0,2020,1
1426,MP,-0.5,2.0,2020,1
1427,MS,-0.75,4.0,2020,1
1428,MT,-0.5,4.0,2020,1
1429,MU,0.5,2.0,2020,1
1430,MV,-0.3513513513513513,111.0,2020,1
1431,MW,-0.2692307692307692,26.0,2020,1
1432,MX,-0.1789473684210526,95.0,2020,1
1433,MY,-0.4307535641547861,982.0,2020,1
1434,MZ,-0.3333333333333333,6.0,2020,1
1435,NG,-0.4050480769230769,832.0,2020,1
1436,NI,0.0,3.0,2020,1
1437,NL,-0.3529411764705882,102.0,2020,1
1438,NO,-0.4444444444444444,18.0,2020,1
1439,NP,-0.3773584905660377,53.0,2020,1
1440,NU,0.0,1.0,2020,1
1441,NZ,-0.4156626506024096,166.0,2020,1
1442,OM,-0.238095238095238,21.0,2020,1
1443,PA,-0.575,40.0,2020,1
1444,PE,-0.5555555555555556,9.0,2020,1
1445,PG,-0.4285714285714285,7.0,2020,1
1446,PH,-0.3363711681855841,2414.0,2020,1
1447,PK,-0.3333333333333333,285.0,2020,1
1448,PL,-0.3053435114503817,131.0,2020,1
1449,PT,-0.4782608695652174,23.0,2020,1
1450,PY,-0.1666666666666666,6.0,2020,1
1451,QA,-0.2608695652173913,23.0,2020,1
1452,RO,-0.4,5.0,2020,1
1453,RS,1.0,1.0,2020,1
1454,RU,-0.6538461538461539,26.0,2020,1
1455,RW,-0.25,16.0,2020,1
1456,SA,-0.4137931034482758,58.0,2020,1
1457,SC,0.0,1.0,2020,1
1458,SE,-0.2653061224489796,49.0,2020,1
1459,SG,-0.4309927360774818,413.0,2020,1
1460,SI,0.0,5.0,2020,1
1461,SK,1.0,1.0,2020,1
1462,SM,-1.0,1.0,2020,1
1463,SN,-0.5,8.0,2020,1
1464,SO,-0.6470588235294118,34.0,2020,1
1465,SR,-1.0,2.0,2020,1
1466,SV,-0.5,2.0,2020,1
1467,SZ,-0.3333333333333333,3.0,2020,1
1468,TH,-0.3420289855072463,345.0,2020,1
1469,TL,-1.0,1.0,2020,1
1470,TN,-0.5,4.0,2020,1
1471,TO,0.5,2.0,2020,1
1472,TR,-0.425531914893617,47.0,2020,1
1473,TT,-0.3809523809523809,21.0,2020,1
1474,TW,-0.4172932330827067,266.0,2020,1
1475,TZ,-0.375,16.0,2020,1
1476,UA,-0.6666666666666666,6.0,2020,1
1477,UG,-0.382716049382716,81.0,2020,1
1478,US,-0.4211020244000536,14918.0,2020,1
1479,UY,0.2,5.0,2020,1
1480,UZ,-1.0,1.0,2020,1
1481,VC,-1.0,1.0,2020,1
1482,VE,-0.3333333333333333,12.0,2020,1
1483,VG,0.5,2.0,2020,1
1484,VI,-0.3333333333333333,6.0,2020,1
1485,VN,-0.3230769230769231,65.0,2020,1
1486,VU,-0.5555555555555556,18.0,2020,1
1487,WS,-0.5,2.0,2020,1
1488,XK,-0.6666666666666666,6.0,2020,1
1489,YE,0.0,1.0,2020,1
1490,ZA,-0.4144736842105263,608.0,2020,1
1491,ZM,-0.5161290322580645,31.0,2020,1
1492,ZW,-0.3125,16.0,2020,1
1493,AD,-0.5,2.0,2021,3
1494,AE,-0.0049455984174085,1011.0,2021,3
1495,AF,-0.2142857142857142,14.0,2021,3
1496,AG,-0.2291666666666666,144.0,2021,3
1497,AI,0.25,4.0,2021,3
1498,AL,-0.2222222222222222,27.0,2021,3
1499,AM,-0.2666666666666666,15.0,2021,3
1500,AO,0.1363636363636363,22.0,2021,3
1501,AQ,0.0,2.0,2021,3
1502,AR,-0.0672268907563025,238.0,2021,3
1503,AT,-0.0687285223367697,291.0,2021,3
1504,AU,-0.2599408919935518,7444.0,2021,3
1505,AW,-0.1666666666666666,24.0,2021,3
1506,AX,1.0,1.0,2021,3
1507,AZ,-0.2222222222222222,18.0,2021,3
1508,BA,-0.1428571428571428,28.0,2021,3
1509,BB,-0.068259385665529,293.0,2021,3
1510,BD,0.048780487804878,205.0,2021,3
1511,BE,-0.1567695961995249,842.0,2021,3
1512,BF,-0.6666666666666666,3.0,2021,3
1513,BG,-0.14,50.0,2021,3
1514,BH,0.0588235294117647,102.0,2021,3
1515,BI,0.0,3.0,2021,3
1516,BJ,-0.0909090909090909,11.0,2021,3
1517,BL,1.0,1.0,2021,3
1518,BM,-0.1843971631205673,141.0,2021,3
1519,BN,0.0277777777777777,36.0,2021,3
1520,BO,0.0909090909090909,11.0,2021,3
1521,BQ,-0.25,4.0,2021,3
1522,BR,-0.1309075700543705,2391.0,2021,3
1523,BS,-0.1604477611940298,268.0,2021,3
1524,BT,0.28125,32.0,2021,3
1525,BW,-0.2318634423897581,703.0,2021,3
1526,BZ,0.1428571428571428,28.0,2021,3
1527,CA,-0.1984198986920692,26454.0,2021,3
1528,CD,-0.1290322580645161,31.0,2021,3
1529,CF,0.6666666666666666,3.0,2021,3
1530,CG,0.0,11.0,2021,3
1531,CH,-0.0736648250460405,543.0,2021,3
1532,CI,0.217391304347826,23.0,2021,3
1533,CK,0.0,2.0,2021,3
1534,CL,0.0051282051282051,195.0,2021,3
1535,CM,-0.0606060606060606,99.0,2021,3
1536,CN,-0.1597051597051597,407.0,2021,3
1537,CO,-0.2818181818181818,330.0,2021,3
1538,CR,-0.3333333333333333,108.0,2021,3
1539,CU,-0.7272727272727273,66.0,2021,3
1540,CV,0.75,4.0,2021,3
1541,CW,0.0,4.0,2021,3
1542,CY,-0.2530612244897959,245.0,2021,3
1543,CZ,-0.1147540983606557,183.0,2021,3
1544,DE,-0.098909971740008,2477.0,2021,3
1545,DJ,-0.9615384615384616,26.0,2021,3
1546,DK,-0.2506963788300835,359.0,2021,3
1547,DM,0.0666666666666666,15.0,2021,3
1548,DO,-0.3645833333333333,96.0,2021,3
1549,DZ,0.1052631578947368,19.0,2021,3
1550,EC,-0.16,100.0,2021,3
1551,EE,0.05,40.0,2021,3
1552,EG,-0.0762711864406779,118.0,2021,3
1553,ER,0.0,1.0,2021,3
1554,ES,-0.2126358695652173,1472.0,2021,3
1555,ET,0.1935483870967742,155.0,2021,3
1556,FI,-0.1402877697841726,278.0,2021,3
1557,FJ,0.28,150.0,2021,3
1558,FK,0.5,4.0,2021,3
1559,FO,-0.4,5.0,2021,3
1560,FR,-0.1399721448467966,1436.0,2021,3
1561,GA,-0.4666666666666667,15.0,2021,3
1562,GB,-0.1725575191730577,83972.0,2021,3
1563,GD,-0.064516129032258,31.0,2021,3
1564,GE,0.0,44.0,2021,3
1565,GG,0.4285714285714285,14.0,2021,3
1566,GH,-0.143335192414947,1793.0,2021,3
1567,GI,0.0967741935483871,62.0,2021,3
1568,GM,-0.0697674418604651,86.0,2021,3
1569,GN,-0.1818181818181818,11.0,2021,3
1570,GP,0.2857142857142857,7.0,2021,3
1571,GQ,-1.0,2.0,2021,3
1572,GR,-0.2149532710280373,214.0,2021,3
1573,GT,-0.1666666666666666,48.0,2021,3
1574,GU,-0.2222222222222222,18.0,2021,3
1575,GW,1.0,2.0,2021,3
1576,GY,-0.3773584905660377,53.0,2021,3
1577,HK,-0.1573033707865168,356.0,2021,3
1578,HN,0.0,24.0,2021,3
1579,HR,-0.0289855072463768,69.0,2021,3
1580,HT,-0.25,4.0,2021,3
1581,HU,-0.0092592592592592,108.0,2021,3
1582,ID,-0.0474308300395256,1012.0,2021,3
1583,IE,-0.2087362454151383,8997.0,2021,3
1584,IL,-0.26,350.0,2021,3
1585,IM,-0.1867088607594936,316.0,2021,3
1586,IN,-0.215727483690179,22839.0,2021,3
1587,IO,-1.0,1.0,2021,3
1588,IQ,-0.2700729927007299,137.0,2021,3
1589,IR,-0.1153846153846153,52.0,2021,3
1590,IS,-0.1351351351351351,37.0,2021,3
1591,IT,-0.0796841349605168,1393.0,2021,3
1592,JE,0.5,2.0,2021,3
1593,JM,-0.2462406015037594,2128.0,2021,3
1594,JO,-0.1171171171171171,111.0,2021,3
1595,JP,-0.2199453551912568,732.0,2021,3
1596,KE,-0.2612415003290195,4559.0,2021,3
1597,KG,0.125,8.0,2021,3
1598,KH,0.0120481927710843,83.0,2021,3
1599,KN,-0.35,20.0,2021,3
1600,KP,-0.5,2.0,2021,3
1601,KR,-0.1633663366336633,202.0,2021,3
1602,KW,-0.1,190.0,2021,3
1603,KY,0.0,43.0,2021,3
1604,KZ,-0.15,20.0,2021,3
1605,LA,0.3846153846153846,13.0,2021,3
1606,LB,-0.102880658436214,243.0,2021,3
1607,LC,-0.1061946902654867,113.0,2021,3
1608,LI,0.0,1.0,2021,3
1609,LK,-0.3739837398373983,369.0,2021,3
1610,LR,-0.375,8.0,2021,3
1611,LS,-0.1875,112.0,2021,3
1612,LT,-0.0769230769230769,39.0,2021,3
1613,LU,0.0625,48.0,2021,3
1614,LV,0.2222222222222222,18.0,2021,3
1615,LY,0.4166666666666667,12.0,2021,3
1616,MA,-0.1470588235294117,34.0,2021,3
1617,MC,0.0,10.0,2021,3
1618,MD,0.5,8.0,2021,3
1619,ME,-0.0909090909090909,22.0,2021,3
1620,MF,0.5,6.0,2021,3
1621,MG,0.1666666666666666,6.0,2021,3
1622,MH,0.1666666666666666,6.0,2021,3
1623,MK,-0.074074074074074,27.0,2021,3
1624,ML,-0.25,4.0,2021,3
1625,MM,-0.6879194630872483,298.0,2021,3
1626,MN,-0.2941176470588235,34.0,2021,3
1627,MO,0.5,4.0,2021,3
1628,MP,-0.5,4.0,2021,3
1629,MQ,0.1111111111111111,9.0,2021,3
1630,MR,-0.6666666666666666,3.0,2021,3
1631,MS,1.0,1.0,2021,3
1632,MT,-0.0101010101010101,99.0,2021,3
1633,MU,-0.0504587155963302,218.0,2021,3
1634,MV,-0.2182410423452769,307.0,2021,3
1635,MW,-0.25,308.0,2021,3
1636,MX,-0.2492753623188406,1035.0,2021,3
1637,MY,-0.1260551491277433,1777.0,2021,3
1638,MZ,-0.4117647058823529,17.0,2021,3
1639,NC,0.0,4.0,2021,3
1640,NE,-1.0,3.0,2021,3
1641,NG,-0.1556581986143187,4330.0,2021,3
1642,NI,0.2,10.0,2021,3
1643,NL,-0.1411671924290221,1268.0,2021,3
1644,NO,-0.0771929824561403,285.0,2021,3
1645,NP,0.1181818181818181,220.0,2021,3
1646,NU,0.0,1.0,2021,3
1647,NZ,-0.2617414248021108,1895.0,2021,3
1648,OM,0.0093457943925233,107.0,2021,3
1649,PA,-0.1222222222222222,90.0,2021,3
1650,PE,-0.0329670329670329,91.0,2021,3
1651,PF,0.4,5.0,2021,3
1652,PG,-0.2733812949640288,139.0,2021,3
1653,PH,-0.0656782802075611,6745.0,2021,3
1654,PK,-0.1388387096774193,3875.0,2021,3
1655,PL,-0.2276923076923077,325.0,2021,3
1656,PR,-0.1111111111111111,9.0,2021,3
1657,PT,-0.0404040404040404,297.0,2021,3
1658,PW,1.0,1.0,2021,3
1659,PY,-0.2222222222222222,72.0,2021,3
1660,QA,-0.175,240.0,2021,3
1661,RE,0.0,1.0,2021,3
1662,RO,-0.1130434782608695,115.0,2021,3
1663,RS,-0.0198019801980198,101.0,2021,3
1664,RU,-0.3356643356643357,143.0,2021,3
1665,RW,-0.0625,176.0,2021,3
1666,SA,-0.0067204301075268,744.0,2021,3
1667,SB,0.2222222222222222,18.0,2021,3
1668,SC,-0.4,5.0,2021,3
1669,SD,0.0,1.0,2021,3
1670,SE,-0.2201492537313432,536.0,2021,3
1671,SG,-0.093886462882096,458.0,2021,3
1672,SI,-0.32,25.0,2021,3
1673,SK,0.0333333333333333,30.0,2021,3
1674,SL,-0.1428571428571428,28.0,2021,3
1675,SN,-0.2272727272727272,44.0,2021,3
1676,SO,-0.2666666666666666,195.0,2021,3
1677,SR,1.0,1.0,2021,3
1678,SV,-0.0434782608695652,23.0,2021,3
1679,SX,0.0,5.0,2021,3
1680,SY,-0.6666666666666666,3.0,2021,3
1681,SZ,-0.2933333333333333,75.0,2021,3
1682,TC,-0.2,15.0,2021,3
1683,TD,0.5,2.0,2021,3
1684,TF,0.0,1.0,2021,3
1685,TG,-0.25,4.0,2021,3
1686,TH,-0.175392670157068,764.0,2021,3
1687,TJ,0.5714285714285714,7.0,2021,3
1688,TL,0.0,34.0,2021,3
1689,TN,-0.21875,32.0,2021,3
1690,TO,0.5,4.0,2021,3
1691,TR,-0.0858585858585858,396.0,2021,3
1692,TT,-0.2125748502994012,334.0,2021,3
1693,TW,-0.1411042944785276,163.0,2021,3
1694,TZ,-0.3131313131313131,198.0,2021,3
1695,UA,0.0806451612903225,62.0,2021,3
1696,UG,-0.2057460611677479,1079.0,2021,3
1697,US,-0.2105111332224052,239194.0,2021,3
1698,UY,-0.3819444444444444,144.0,2021,3
1699,UZ,0.0909090909090909,11.0,2021,3
1700,VA,0.0,2.0,2021,3
1701,VC,-0.3617021276595745,47.0,2021,3
1702,VE,-0.238095238095238,63.0,2021,3
1703,VG,0.2222222222222222,9.0,2021,3
1704,VI,-0.375,16.0,2021,3
1705,VN,-0.0764705882352941,170.0,2021,3
1706,VU,0.5714285714285714,7.0,2021,3
1707,WS,0.0,1.0,2021,3
1708,XK,-0.0526315789473684,57.0,2021,3
1709,YE,-0.0952380952380952,63.0,2021,3
1710,ZA,-0.2408480780964002,6556.0,2021,3
1711,ZM,-0.0639269406392694,219.0,2021,3
1712,ZW,-0.2488789237668161,446.0,2021,3
1713,AD,-0.5555555555555556,9.0,2020,7
1714,AE,-0.0744479495268138,1585.0,2020,7
1715,AF,-0.1147540983606557,61.0,2020,7
1716,AG,-0.1791044776119403,134.0,2020,7
1717,AI,-0.3888888888888889,18.0,2020,7
1718,AL,-0.1470588235294117,68.0,2020,7
1719,AM,-0.1379310344827586,29.0,2020,7
1720,AO,-0.5,18.0,2020,7
1721,AR,-0.0554156171284634,397.0,2020,7
1722,AS,-0.3333333333333333,3.0,2020,7
1723,AT,-0.1966666666666666,300.0,2020,7
1724,AU,-0.3126195028680688,20920.0,2020,7
1725,AW,-0.1538461538461538,13.0,2020,7
1726,AZ,-0.803921568627451,102.0,2020,7
1727,BA,-0.1333333333333333,15.0,2020,7
1728,BB,-0.2269938650306748,163.0,2020,7
1729,BD,-0.1841584158415841,505.0,2020,7
1730,BE,-0.2076677316293929,939.0,2020,7
1731,BF,0.0,2.0,2020,7
1732,BG,-0.216867469879518,83.0,2020,7
1733,BH,-0.0533333333333333,150.0,2020,7
1734,BI,-0.0909090909090909,22.0,2020,7
1735,BJ,0.1,10.0,2020,7
1736,BL,1.0,1.0,2020,7
1737,BM,-0.0841121495327102,107.0,2020,7
1738,BN,0.074074074074074,54.0,2020,7
1739,BO,-0.3157894736842105,19.0,2020,7
1740,BQ,0.5,2.0,2020,7
1741,BR,-0.1226541554959785,1492.0,2020,7
1742,BS,-0.319047619047619,840.0,2020,7
1743,BT,-0.088235294117647,34.0,2020,7
1744,BW,-0.26875,800.0,2020,7
1745,BY,-0.2222222222222222,9.0,2020,7
1746,BZ,0.0,30.0,2020,7
1747,CA,-0.2309737091253368,27462.0,2020,7
1748,CD,-0.2470588235294117,85.0,2020,7
1749,CF,-0.1111111111111111,9.0,2020,7
1750,CG,0.125,8.0,2020,7
1751,CH,-0.1081504702194357,638.0,2020,7
1752,CI,0.0625,32.0,2020,7
1753,CK,-1.0,1.0,2020,7
1754,CL,-0.1023255813953488,215.0,2020,7
1755,CM,0.2110091743119266,109.0,2020,7
1756,CN,-0.2576617480136209,881.0,2020,7
1757,CO,-0.277992277992278,518.0,2020,7
1758,CR,-0.2040816326530612,147.0,2020,7
1759,CU,-0.3,40.0,2020,7
1760,CV,-0.2,5.0,2020,7
1761,CW,0.3333333333333333,6.0,2020,7
1762,CY,-0.1176470588235294,187.0,2020,7
1763,CZ,-0.3311258278145695,151.0,2020,7
1764,DE,-0.1679705476300046,2173.0,2020,7
1765,DJ,-0.36,25.0,2020,7
1766,DK,-0.1354166666666666,288.0,2020,7
1767,DM,0.0,10.0,2020,7
1768,DO,-0.146788990825688,109.0,2020,7
1769,DZ,0.2068965517241379,29.0,2020,7
1770,EC,-0.0754716981132075,106.0,2020,7
1771,EE,-0.3571428571428571,28.0,2020,7
1772,EG,0.2873134328358209,268.0,2020,7
1773,ES,-0.2148014440433213,2216.0,2020,7
1774,ET,-0.0576923076923076,52.0,2020,7
1775,FI,-0.1455223880597015,268.0,2020,7
1776,FJ,-0.0096618357487922,207.0,2020,7
1777,FK,1.0,1.0,2020,7
1778,FM,1.0,1.0,2020,7
1779,FO,0.6666666666666666,3.0,2020,7
1780,FR,-0.1872509960159362,1757.0,2020,7
1781,GA,0.25,12.0,2020,7
1782,GB,-0.1720475925136844,91527.0,2020,7
1783,GD,-0.3508771929824561,57.0,2020,7
1784,GE,-0.2424242424242424,66.0,2020,7
1785,GF,-0.5,16.0,2020,7
1786,GG,-0.1666666666666666,6.0,2020,7
1787,GH,-0.1823899371069182,3498.0,2020,7
1788,GI,0.0185185185185185,54.0,2020,7
1789,GL,0.0,1.0,2020,7
1790,GM,-0.1494845360824742,194.0,2020,7
1791,GN,0.1428571428571428,7.0,2020,7
1792,GP,0.25,4.0,2020,7
1793,GQ,-0.2,5.0,2020,7
1794,GR,-0.1436314363143631,369.0,2020,7
1795,GT,-0.268041237113402,97.0,2020,7
1796,GU,-0.3142857142857143,35.0,2020,7
1797,GW,-1.0,1.0,2020,7
1798,GY,-0.15,20.0,2020,7
1799,HK,-0.2644230769230769,624.0,2020,7
1800,HN,-0.2454545454545454,110.0,2020,7
1801,HR,-0.0241935483870967,124.0,2020,7
1802,HT,0.2916666666666667,24.0,2020,7
1803,HU,-0.0898876404494382,89.0,2020,7
1804,ID,-0.0068069306930693,1616.0,2020,7
1805,IE,-0.1794717163189,8291.0,2020,7
1806,IL,-0.2683578104138852,749.0,2020,7
1807,IM,-0.2087912087912088,91.0,2020,7
1808,IN,-0.2297101333800774,62753.0,2020,7
1809,IQ,-0.3141361256544502,191.0,2020,7
1810,IR,-0.3417721518987341,79.0,2020,7
1811,IS,-0.3066666666666666,75.0,2020,7
1812,IT,-0.178237650200267,1498.0,2020,7
1813,JE,0.5,2.0,2020,7
1814,JM,-0.1201716738197424,932.0,2020,7
1815,JO,-0.1063829787234042,47.0,2020,7
1816,JP,-0.1786355475763016,1114.0,2020,7
1817,KE,-0.2518262206843522,5202.0,2020,7
1818,KG,-0.3538461538461538,65.0,2020,7
1819,KH,-0.1397849462365591,93.0,2020,7
1820,KN,-0.7222222222222222,18.0,2020,7
1821,KP,0.0,2.0,2020,7
1822,KR,-0.2296650717703349,418.0,2020,7
1823,KW,-0.0721649484536082,194.0,2020,7
1824,KY,-0.21875,64.0,2020,7
1825,KZ,-0.1904761904761904,63.0,2020,7
1826,LA,-0.2,25.0,2020,7
1827,LB,-0.1536312849162011,358.0,2020,7
1828,LC,-0.1692307692307692,65.0,2020,7
1829,LI,-0.8421052631578947,19.0,2020,7
1830,LK,-0.2088974854932301,517.0,2020,7
1831,LR,0.0196078431372549,51.0,2020,7
1832,LS,-0.2322834645669291,254.0,2020,7
1833,LT,-0.2439024390243902,41.0,2020,7
1834,LU,0.0,55.0,2020,7
1835,LV,-0.3582089552238806,67.0,2020,7
1836,LY,-0.4285714285714285,14.0,2020,7
1837,MA,-0.1097560975609756,82.0,2020,7
1838,MC,0.3333333333333333,15.0,2020,7
1839,MD,0.375,8.0,2020,7
